"Route","Departing_Port","Arriving_Port","Airline","Month","Sectors_Scheduled","Sectors_Flown","Cancellations","Departures_On_Time","Arrivals_On_Time","Departures_Delayed","Arrivals_Delayed","Year","Month_Num","Departing_Latitude","Departing_Longitude","Arriving_Latitude","Arriving_Longitude"
"Gold Coast-Adelaide","Gold Coast","Adelaide","Virgin Australia","Dec-22",43,42,1,28,29,14,13,2022,12,-28.1644,153.5051,-34.945,138.5306
"Gold Coast-Canberra","Gold Coast","Canberra","Virgin Australia","Dec-22",35,35,0,23,23,12,12,2022,12,-28.1644,153.5051,-35.3069,149.195
"Gold Coast-Melbourne","Gold Coast","Melbourne","Virgin Australia","Dec-22",325,317,8,207,220,110,97,2022,12,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Virgin Australia","Dec-22",321,316,5,230,229,86,87,2022,12,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Virgin Australia","Dec-22",264,255,9,171,149,84,106,2022,12,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Virgin Australia","Dec-22",384,362,22,240,246,122,116,2022,12,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Virgin Australia","Dec-22",61,57,4,44,47,13,10,2022,12,-37.669,144.841,-16.8858,145.7553
"Melbourne-Canberra","Melbourne","Canberra","Virgin Australia","Dec-22",114,113,1,70,70,43,43,2022,12,-37.669,144.841,-35.3069,149.195
"Melbourne-Darwin","Melbourne","Darwin","Virgin Australia","Dec-22",30,28,2,16,16,12,12,2022,12,-37.669,144.841,-12.4147,130.8767
"Melbourne-Gold Coast","Melbourne","Gold Coast","Virgin Australia","Dec-22",325,318,7,207,219,111,99,2022,12,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Virgin Australia","Dec-22",193,189,4,114,127,75,62,2022,12,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Virgin Australia","Dec-22",754,702,52,507,447,195,255,2022,12,-37.669,144.841,-33.9399,151.1753
"Perth-Adelaide","Perth","Adelaide","Virgin Australia","Dec-22",18,17,1,13,11,4,6,2022,12,-31.9403,115.9676,-34.945,138.5306
"Perth-Brisbane","Perth","Brisbane","Virgin Australia","Dec-22",126,122,4,64,91,58,31,2022,12,-31.9403,115.9676,-27.3842,153.1175
"Perth-Darwin","Perth","Darwin","Virgin Australia","Dec-22",3,3,0,1,1,2,2,2022,12,-31.9403,115.9676,-12.4147,130.8767
"Perth-Melbourne","Perth","Melbourne","Virgin Australia","Dec-22",206,201,5,133,140,68,61,2022,12,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Virgin Australia","Dec-22",146,141,5,89,101,52,40,2022,12,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Virgin Australia","Dec-22",145,138,7,91,90,47,48,2022,12,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Virgin Australia","Dec-22",444,421,23,301,303,120,118,2022,12,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Virgin Australia","Dec-22",99,96,3,73,72,23,24,2022,12,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Canberra","Sydney","Canberra","Virgin Australia","Dec-22",242,231,11,194,203,37,28,2022,12,-33.9399,151.1753,-35.3069,149.195
"Sydney-Darwin","Sydney","Darwin","Virgin Australia","Dec-22",30,30,0,20,16,10,14,2022,12,-33.9399,151.1753,-12.4147,130.8767
"Sydney-Gold Coast","Sydney","Gold Coast","Virgin Australia","Dec-22",320,315,5,233,223,82,92,2022,12,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Virgin Australia","Dec-22",743,689,54,424,445,265,244,2022,12,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Virgin Australia","Dec-22",156,152,4,79,90,73,62,2022,12,-33.9399,151.1753,-31.9403,115.9676
"Adelaide-Perth","Adelaide","Perth","Virgin Australia Regional Airlines","Dec-22",52,43,9,17,25,26,18,2022,12,-34.945,138.5306,-31.9403,115.9676
"Darwin-Perth","Darwin","Perth","Virgin Australia Regional Airlines","Dec-22",18,18,0,9,8,9,10,2022,12,-12.4147,130.8767,-31.9403,115.9676
"Perth-Adelaide","Perth","Adelaide","Virgin Australia Regional Airlines","Dec-22",50,42,8,27,23,15,19,2022,12,-31.9403,115.9676,-34.945,138.5306
"Perth-Darwin","Perth","Darwin","Virgin Australia Regional Airlines","Dec-22",18,18,0,11,11,7,7,2022,12,-31.9403,115.9676,-12.4147,130.8767
"Adelaide-Brisbane","Adelaide","Brisbane","Jetstar","Jan-23",32,30,2,20,21,10,9,2023,1,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Gold Coast","Adelaide","Gold Coast","Jetstar","Jan-23",31,31,0,25,25,6,6,2023,1,-34.945,138.5306,-28.1644,153.5051
"Adelaide-Melbourne","Adelaide","Melbourne","Jetstar","Jan-23",111,103,8,54,64,49,39,2023,1,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Jetstar","Jan-23",31,29,2,26,28,3,1,2023,1,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Jetstar","Jan-23",122,108,14,91,87,17,21,2023,1,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Adelaide","Brisbane","Adelaide","Jetstar","Jan-23",32,30,2,18,17,12,13,2023,1,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","Jetstar","Jan-23",89,85,4,60,63,25,22,2023,1,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","Jetstar","Jan-23",30,30,0,27,27,3,3,2023,1,-27.3842,153.1175,-35.3069,149.195
"Brisbane-Darwin","Brisbane","Darwin","Jetstar","Jan-23",24,24,0,15,19,9,5,2023,1,-27.3842,153.1175,-12.4147,130.8767
"Brisbane-Melbourne","Brisbane","Melbourne","Jetstar","Jan-23",164,142,22,91,98,51,44,2023,1,-27.3842,153.1175,-37.669,144.841
"Brisbane-Perth","Brisbane","Perth","Jetstar","Jan-23",25,24,1,12,20,12,4,2023,1,-27.3842,153.1175,-31.9403,115.9676
"Brisbane-Sydney","Brisbane","Sydney","Jetstar","Jan-23",170,145,25,95,99,50,46,2023,1,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Jetstar","Jan-23",89,86,3,60,54,26,32,2023,1,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Jetstar","Jan-23",95,91,4,47,52,44,39,2023,1,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Jetstar","Jan-23",95,88,7,59,71,29,17,2023,1,-16.8858,145.7553,-33.9399,151.1753
"Canberra-Brisbane","Canberra","Brisbane","Jetstar","Jan-23",31,31,0,24,24,7,7,2023,1,-35.3069,149.195,-27.3842,153.1175
"Canberra-Gold Coast","Canberra","Gold Coast","Jetstar","Jan-23",17,17,0,9,10,8,7,2023,1,-35.3069,149.195,-28.1644,153.5051
"Canberra-Melbourne","Canberra","Melbourne","Jetstar","Jan-23",31,29,2,9,12,20,17,2023,1,-35.3069,149.195,-37.669,144.841
"Darwin-Brisbane","Darwin","Brisbane","Jetstar","Jan-23",23,23,0,13,11,10,12,2023,1,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Melbourne","Darwin","Melbourne","Jetstar","Jan-23",24,24,0,9,7,15,17,2023,1,-12.4147,130.8767,-37.669,144.841
"Darwin-Sydney","Darwin","Sydney","Jetstar","Jan-23",24,24,0,11,15,13,9,2023,1,-12.4147,130.8767,-33.9399,151.1753
"Gold Coast-Adelaide","Gold Coast","Adelaide","Jetstar","Jan-23",31,31,0,22,23,9,8,2023,1,-28.1644,153.5051,-34.945,138.5306
"Gold Coast-Canberra","Gold Coast","Canberra","Jetstar","Jan-23",17,17,0,8,10,9,7,2023,1,-28.1644,153.5051,-35.3069,149.195
"Gold Coast-Melbourne","Gold Coast","Melbourne","Jetstar","Jan-23",227,202,25,118,120,84,82,2023,1,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Jetstar","Jan-23",294,266,28,196,187,70,79,2023,1,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Jetstar","Jan-23",111,103,8,54,54,49,49,2023,1,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Jetstar","Jan-23",163,141,22,67,72,74,69,2023,1,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Jetstar","Jan-23",95,91,4,52,58,39,33,2023,1,-37.669,144.841,-16.8858,145.7553
"Melbourne-Canberra","Melbourne","Canberra","Jetstar","Jan-23",31,29,2,10,10,19,19,2023,1,-37.669,144.841,-35.3069,149.195
"Melbourne-Darwin","Melbourne","Darwin","Jetstar","Jan-23",25,25,0,10,11,15,14,2023,1,-37.669,144.841,-12.4147,130.8767
"Melbourne-Gold Coast","Melbourne","Gold Coast","Jetstar","Jan-23",227,202,25,97,99,105,103,2023,1,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Jetstar","Jan-23",75,68,7,35,35,33,33,2023,1,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Jetstar","Jan-23",401,344,57,214,216,130,128,2023,1,-37.669,144.841,-33.9399,151.1753
"Perth-Adelaide","Perth","Adelaide","Jetstar","Jan-23",32,30,2,25,22,5,8,2023,1,-31.9403,115.9676,-34.945,138.5306
"Perth-Brisbane","Perth","Brisbane","Jetstar","Jan-23",25,23,2,13,12,10,11,2023,1,-31.9403,115.9676,-27.3842,153.1175
"Perth-Melbourne","Perth","Melbourne","Jetstar","Jan-23",76,67,9,11,21,56,46,2023,1,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Jetstar","Jan-23",44,42,2,14,27,28,15,2023,1,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Jetstar","Jan-23",121,109,12,83,87,26,22,2023,1,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Jetstar","Jan-23",171,145,26,91,96,54,49,2023,1,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Jetstar","Jan-23",93,88,5,64,65,24,23,2023,1,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Darwin","Sydney","Darwin","Jetstar","Jan-23",24,24,0,11,14,13,10,2023,1,-33.9399,151.1753,-12.4147,130.8767
"Sydney-Gold Coast","Sydney","Gold Coast","Jetstar","Jan-23",293,267,26,191,191,76,76,2023,1,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Jetstar","Jan-23",397,343,54,204,224,139,119,2023,1,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Jetstar","Jan-23",45,44,1,25,31,19,13,2023,1,-33.9399,151.1753,-31.9403,115.9676
"Adelaide-Brisbane","Adelaide","Brisbane","Qantas","Jan-23",9,9,0,8,8,1,1,2023,1,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Melbourne","Adelaide","Melbourne","Qantas","Jan-23",227,222,5,177,172,45,50,2023,1,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Qantas","Jan-23",108,108,0,93,96,15,12,2023,1,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Qantas","Jan-23",195,194,1,141,159,53,35,2023,1,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Adelaide","Brisbane","Adelaide","Qantas","Jan-23",9,9,0,7,7,2,2,2023,1,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","Qantas","Jan-23",119,119,0,114,116,5,3,2023,1,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","Qantas","Jan-23",26,26,0,25,26,1,0,2023,1,-27.3842,153.1175,-35.3069,149.195
"Brisbane-Darwin","Brisbane","Darwin","Qantas","Jan-23",6,6,0,5,5,1,1,2023,1,-27.3842,153.1175,-12.4147,130.8767
"Brisbane-Melbourne","Brisbane","Melbourne","Qantas","Jan-23",337,332,5,287,271,45,61,2023,1,-27.3842,153.1175,-37.669,144.841
"Brisbane-Perth","Brisbane","Perth","Qantas","Jan-23",168,167,1,137,140,30,27,2023,1,-27.3842,153.1175,-31.9403,115.9676
"Brisbane-Sydney","Brisbane","Sydney","Qantas","Jan-23",443,429,14,367,357,62,72,2023,1,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Qantas","Jan-23",118,118,0,112,111,6,7,2023,1,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Qantas","Jan-23",42,42,0,36,36,6,6,2023,1,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Qantas","Jan-23",62,62,0,48,45,14,17,2023,1,-16.8858,145.7553,-33.9399,151.1753
"Canberra-Brisbane","Canberra","Brisbane","Qantas","Jan-23",26,26,0,26,26,0,0,2023,1,-35.3069,149.195,-27.3842,153.1175
"Darwin-Brisbane","Darwin","Brisbane","Qantas","Jan-23",6,5,1,4,4,1,1,2023,1,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Melbourne","Darwin","Melbourne","Qantas","Jan-23",26,26,0,25,24,1,2,2023,1,-12.4147,130.8767,-37.669,144.841
"Darwin-Perth","Darwin","Perth","Qantas","Jan-23",21,21,0,15,16,6,5,2023,1,-12.4147,130.8767,-31.9403,115.9676
"Darwin-Sydney","Darwin","Sydney","Qantas","Jan-23",31,31,0,25,23,6,8,2023,1,-12.4147,130.8767,-33.9399,151.1753
"Gold Coast-Melbourne","Gold Coast","Melbourne","Qantas","Jan-23",76,76,0,57,58,19,18,2023,1,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Qantas","Jan-23",99,99,0,79,67,20,32,2023,1,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Qantas","Jan-23",228,226,2,186,186,40,40,2023,1,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Qantas","Jan-23",336,330,6,265,274,65,56,2023,1,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Qantas","Jan-23",42,42,0,35,36,7,6,2023,1,-37.669,144.841,-16.8858,145.7553
"Melbourne-Darwin","Melbourne","Darwin","Qantas","Jan-23",25,25,0,14,17,11,8,2023,1,-37.669,144.841,-12.4147,130.8767
"Melbourne-Gold Coast","Melbourne","Gold Coast","Qantas","Jan-23",75,75,0,60,62,15,13,2023,1,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Qantas","Jan-23",238,237,1,171,162,66,75,2023,1,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Qantas","Jan-23",651,605,46,500,467,105,138,2023,1,-37.669,144.841,-33.9399,151.1753
"Perth-Adelaide","Perth","Adelaide","Qantas","Jan-23",108,108,0,81,87,27,21,2023,1,-31.9403,115.9676,-34.945,138.5306
"Perth-Brisbane","Perth","Brisbane","Qantas","Jan-23",166,165,1,139,149,26,16,2023,1,-31.9403,115.9676,-27.3842,153.1175
"Perth-Darwin","Perth","Darwin","Qantas","Jan-23",21,21,0,15,14,6,7,2023,1,-31.9403,115.9676,-12.4147,130.8767
"Perth-Melbourne","Perth","Melbourne","Qantas","Jan-23",237,234,3,143,171,91,63,2023,1,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Qantas","Jan-23",196,195,1,129,144,66,51,2023,1,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Qantas","Jan-23",195,194,1,142,148,52,46,2023,1,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Qantas","Jan-23",448,433,15,311,319,122,114,2023,1,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Qantas","Jan-23",62,62,0,43,45,19,17,2023,1,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Darwin","Sydney","Darwin","Qantas","Jan-23",31,31,0,22,24,9,7,2023,1,-33.9399,151.1753,-12.4147,130.8767
"Sydney-Gold Coast","Sydney","Gold Coast","Qantas","Jan-23",99,99,0,81,82,18,17,2023,1,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Qantas","Jan-23",652,607,45,457,474,150,133,2023,1,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Qantas","Jan-23",199,197,2,112,105,85,92,2023,1,-33.9399,151.1753,-31.9403,115.9676
"Adelaide-Brisbane","Adelaide","Brisbane","QantasLink","Jan-23",152,152,0,105,119,47,33,2023,1,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Canberra","Adelaide","Canberra","QantasLink","Jan-23",57,57,0,55,54,2,3,2023,1,-34.945,138.5306,-35.3069,149.195
"Adelaide-Melbourne","Adelaide","Melbourne","QantasLink","Jan-23",13,12,1,12,10,0,2,2023,1,-34.945,138.5306,-37.669,144.841
"Brisbane-Adelaide","Brisbane","Adelaide","QantasLink","Jan-23",153,153,0,116,100,37,53,2023,1,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","QantasLink","Jan-23",4,4,0,3,4,1,0,2023,1,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","QantasLink","Jan-23",115,114,1,97,86,17,28,2023,1,-27.3842,153.1175,-35.3069,149.195
"Brisbane-Darwin","Brisbane","Darwin","QantasLink","Jan-23",42,42,0,15,24,27,18,2023,1,-27.3842,153.1175,-12.4147,130.8767
"Cairns-Brisbane","Cairns","Brisbane","QantasLink","Jan-23",5,5,0,5,4,0,1,2023,1,-16.8858,145.7553,-27.3842,153.1175
"Canberra-Adelaide","Canberra","Adelaide","QantasLink","Jan-23",56,56,0,49,46,7,10,2023,1,-35.3069,149.195,-34.945,138.5306
"Canberra-Brisbane","Canberra","Brisbane","QantasLink","Jan-23",115,114,1,103,103,11,11,2023,1,-35.3069,149.195,-27.3842,153.1175
"Canberra-Melbourne","Canberra","Melbourne","QantasLink","Jan-23",194,187,7,149,146,38,41,2023,1,-35.3069,149.195,-37.669,144.841
"Canberra-Sydney","Canberra","Sydney","QantasLink","Jan-23",303,269,34,220,213,49,56,2023,1,-35.3069,149.195,-33.9399,151.1753
"Darwin-Brisbane","Darwin","Brisbane","QantasLink","Jan-23",42,42,0,41,37,1,5,2023,1,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Perth","Darwin","Perth","QantasLink","Jan-23",10,10,0,2,3,8,7,2023,1,-12.4147,130.8767,-31.9403,115.9676
"Gold Coast-Melbourne","Gold Coast","Melbourne","QantasLink","Jan-23",9,9,0,7,7,2,2,2023,1,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","QantasLink","Jan-23",35,34,1,27,24,7,10,2023,1,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","QantasLink","Jan-23",13,12,1,10,5,2,7,2023,1,-37.669,144.841,-34.945,138.5306
"Melbourne-Canberra","Melbourne","Canberra","QantasLink","Jan-23",193,188,5,161,155,27,33,2023,1,-37.669,144.841,-35.3069,149.195
"Melbourne-Gold Coast","Melbourne","Gold Coast","QantasLink","Jan-23",9,9,0,8,7,1,2,2023,1,-37.669,144.841,-28.1644,153.5051
"Perth-Darwin","Perth","Darwin","QantasLink","Jan-23",10,10,0,6,3,4,7,2023,1,-31.9403,115.9676,-12.4147,130.8767
"Sydney-Canberra","Sydney","Canberra","QantasLink","Jan-23",302,274,28,219,220,55,54,2023,1,-33.9399,151.1753,-35.3069,149.195
"Sydney-Gold Coast","Sydney","Gold Coast","QantasLink","Jan-23",35,34,1,30,29,4,5,2023,1,-33.9399,151.1753,-28.1644,153.5051
"Adelaide-Melbourne","Adelaide","Melbourne","Rex Airlines","Jan-23",57,57,0,49,49,8,8,2023,1,-34.945,138.5306,-37.669,144.841
"Brisbane-Melbourne","Brisbane","Melbourne","Rex Airlines","Jan-23",64,64,0,49,46,15,18,2023,1,-27.3842,153.1175,-37.669,144.841
"Brisbane-Sydney","Brisbane","Sydney","Rex Airlines","Jan-23",144,143,1,112,111,31,32,2023,1,-27.3842,153.1175,-33.9399,151.1753
"Canberra-Melbourne","Canberra","Melbourne","Rex Airlines","Jan-23",31,31,0,25,25,6,6,2023,1,-35.3069,149.195,-37.669,144.841
"Gold Coast-Melbourne","Gold Coast","Melbourne","Rex Airlines","Jan-23",32,32,0,25,28,7,4,2023,1,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Rex Airlines","Jan-23",31,31,0,27,28,4,3,2023,1,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Rex Airlines","Jan-23",58,58,0,48,47,10,11,2023,1,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Rex Airlines","Jan-23",64,64,0,53,48,11,16,2023,1,-37.669,144.841,-27.3842,153.1175
"Melbourne-Canberra","Melbourne","Canberra","Rex Airlines","Jan-23",31,31,0,25,26,6,5,2023,1,-37.669,144.841,-35.3069,149.195
"Melbourne-Gold Coast","Melbourne","Gold Coast","Rex Airlines","Jan-23",32,32,0,31,30,1,2,2023,1,-37.669,144.841,-28.1644,153.5051
"Melbourne-Sydney","Melbourne","Sydney","Rex Airlines","Jan-23",195,191,4,170,163,21,28,2023,1,-37.669,144.841,-33.9399,151.1753
"Sydney-Brisbane","Sydney","Brisbane","Rex Airlines","Jan-23",143,142,1,114,104,28,38,2023,1,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Gold Coast","Sydney","Gold Coast","Rex Airlines","Jan-23",32,32,0,29,28,3,4,2023,1,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Rex Airlines","Jan-23",195,191,4,170,173,21,18,2023,1,-33.9399,151.1753,-37.669,144.841
"Adelaide-Brisbane","Adelaide","Brisbane","Virgin Australia","Jan-23",140,136,4,102,105,34,31,2023,1,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Canberra","Adelaide","Canberra","Virgin Australia","Jan-23",19,19,0,13,14,6,5,2023,1,-34.945,138.5306,-35.3069,149.195
"Adelaide-Gold Coast","Adelaide","Gold Coast","Virgin Australia","Jan-23",43,42,1,36,38,6,4,2023,1,-34.945,138.5306,-28.1644,153.5051
"Adelaide-Melbourne","Adelaide","Melbourne","Virgin Australia","Jan-23",273,269,4,202,224,67,45,2023,1,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Virgin Australia","Jan-23",21,21,0,12,11,9,10,2023,1,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Virgin Australia","Jan-23",141,138,3,104,104,34,34,2023,1,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Adelaide","Brisbane","Adelaide","Virgin Australia","Jan-23",140,136,4,100,100,36,36,2023,1,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","Virgin Australia","Jan-23",136,135,1,100,98,35,37,2023,1,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","Virgin Australia","Jan-23",94,93,1,70,75,23,18,2023,1,-27.3842,153.1175,-35.3069,149.195
"Brisbane-Darwin","Brisbane","Darwin","Virgin Australia","Jan-23",40,40,0,31,30,9,10,2023,1,-27.3842,153.1175,-12.4147,130.8767
"Brisbane-Melbourne","Brisbane","Melbourne","Virgin Australia","Jan-23",403,393,10,269,259,124,134,2023,1,-27.3842,153.1175,-37.669,144.841
"Brisbane-Perth","Brisbane","Perth","Virgin Australia","Jan-23",136,133,3,93,90,40,43,2023,1,-27.3842,153.1175,-31.9403,115.9676
"Brisbane-Sydney","Brisbane","Sydney","Virgin Australia","Jan-23",418,405,13,270,266,135,139,2023,1,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Virgin Australia","Jan-23",136,135,1,97,105,38,30,2023,1,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Virgin Australia","Jan-23",49,49,0,33,35,16,14,2023,1,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Virgin Australia","Jan-23",81,81,0,64,63,17,18,2023,1,-16.8858,145.7553,-33.9399,151.1753
"Canberra-Adelaide","Canberra","Adelaide","Virgin Australia","Jan-23",19,19,0,15,13,4,6,2023,1,-35.3069,149.195,-34.945,138.5306
"Canberra-Brisbane","Canberra","Brisbane","Virgin Australia","Jan-23",94,92,2,70,70,22,22,2023,1,-35.3069,149.195,-27.3842,153.1175
"Canberra-Gold Coast","Canberra","Gold Coast","Virgin Australia","Jan-23",45,45,0,38,37,7,8,2023,1,-35.3069,149.195,-28.1644,153.5051
"Canberra-Melbourne","Canberra","Melbourne","Virgin Australia","Jan-23",105,105,0,80,79,25,26,2023,1,-35.3069,149.195,-37.669,144.841
"Canberra-Sydney","Canberra","Sydney","Virgin Australia","Jan-23",212,209,3,173,179,36,30,2023,1,-35.3069,149.195,-33.9399,151.1753
"Darwin-Brisbane","Darwin","Brisbane","Virgin Australia","Jan-23",39,39,0,28,30,11,9,2023,1,-12.4147,130.8767,-27.3842,153.1175
