"Route","Departing_Port","Arriving_Port","Airline","Month","Sectors_Scheduled","Sectors_Flown","Cancellations","Departures_On_Time","Arrivals_On_Time","Departures_Delayed","Arrivals_Delayed","Year","Month_Num"
"Adelaide-Gold Coast","Adelaide","Gold Coast","All Airlines","Sep-20",22,22,0,21,22,1,0,2020,9
"Adelaide-Melbourne","Adelaide","Melbourne","All Airlines","Sep-20",34,34,0,28,30,6,4,2020,9
"Adelaide-Perth","Adelaide","Perth","All Airlines","Sep-20",30,30,0,29,26,1,4,2020,9
"Adelaide-Port Lincoln","Adelaide","Port Lincoln","All Airlines","Sep-20",122,122,0,106,94,16,28,2020,9
"Adelaide-Sydney","Adelaide","Sydney","All Airlines","Sep-20",49,48,1,37,41,11,7,2020,9
"Albury-Sydney","Albury","Sydney","All Airlines","Sep-20",28,28,0,25,25,3,3,2020,9
"Alice Springs-Adelaide","Alice Springs","Adelaide","All Airlines","Sep-20",43,43,0,31,33,12,10,2020,9
"Armidale-Sydney","Armidale","Sydney","All Airlines","Sep-20",22,22,0,21,21,1,1,2020,9
"Ballina-Sydney","Ballina","Sydney","All Airlines","Sep-20",157,155,2,134,138,21,17,2020,9
"Brisbane-Adelaide","Brisbane","Adelaide","All Airlines","Sep-20",117,115,2,102,109,13,6,2020,9
"Brisbane-Bundaberg","Brisbane","Bundaberg","All Airlines","Sep-20",33,33,0,33,33,0,0,2020,9
"Brisbane-Cairns","Brisbane","Cairns","All Airlines","Sep-20",335,335,0,314,313,21,22,2020,9
"Brisbane-Canberra","Brisbane","Canberra","All Airlines","Sep-20",40,39,1,33,35,6,4,2020,9
"Brisbane-Darwin","Brisbane","Darwin","All Airlines","Sep-20",60,60,0,52,47,8,13,2020,9
"Brisbane-Gladstone","Brisbane","Gladstone","All Airlines","Sep-20",91,91,0,90,87,1,4,2020,9
"Brisbane-Hamilton Island","Brisbane","Hamilton Island","All Airlines","Sep-20",76,76,0,72,72,4,4,2020,9
"Brisbane-Hobart","Brisbane","Hobart","All Airlines","Sep-20",21,21,0,18,19,3,2,2020,9
"Brisbane-Mackay","Brisbane","Mackay","All Airlines","Sep-20",172,164,8,153,156,11,8,2020,9
"Brisbane-Melbourne","Brisbane","Melbourne","All Airlines","Sep-20",24,24,0,15,18,9,6,2020,9
"Brisbane-Mount Isa","Brisbane","Mount Isa","All Airlines","Sep-20",56,56,0,54,51,2,5,2020,9
"Brisbane-Newcastle","Brisbane","Newcastle","All Airlines","Sep-20",23,21,2,19,19,2,2,2020,9
"Brisbane-Perth","Brisbane","Perth","All Airlines","Sep-20",44,44,0,38,41,6,3,2020,9
"Brisbane-Proserpine","Brisbane","Proserpine","All Airlines","Sep-20",58,58,0,49,48,9,10,2020,9
"Brisbane-Rockhampton","Brisbane","Rockhampton","All Airlines","Sep-20",162,160,2,146,145,14,15,2020,9
"Brisbane-Sydney","Brisbane","Sydney","All Airlines","Sep-20",75,74,1,69,71,5,3,2020,9
"Brisbane-Townsville","Brisbane","Townsville","All Airlines","Sep-20",195,193,2,185,187,8,6,2020,9
"Broome-Perth","Broome","Perth","All Airlines","Sep-20",139,139,0,120,124,19,15,2020,9
"Bundaberg-Brisbane","Bundaberg","Brisbane","All Airlines","Sep-20",20,20,0,18,18,2,2,2020,9
"Cairns-Brisbane","Cairns","Brisbane","All Airlines","Sep-20",335,333,2,302,293,31,40,2020,9
"Cairns-Townsville","Cairns","Townsville","All Airlines","Sep-20",74,74,0,72,72,2,2,2020,9
"Canberra-Brisbane","Canberra","Brisbane","All Airlines","Sep-20",40,38,2,31,33,7,5,2020,9
"Canberra-Melbourne","Canberra","Melbourne","All Airlines","Sep-20",25,25,0,23,23,2,2,2020,9
"Coffs Harbour-Sydney","Coffs Harbour","Sydney","All Airlines","Sep-20",43,43,0,38,39,5,4,2020,9
"Darwin-Brisbane","Darwin","Brisbane","All Airlines","Sep-20",60,60,0,35,37,25,23,2020,9
"Darwin-Perth","Darwin","Perth","All Airlines","Sep-20",16,16,0,16,16,0,0,2020,9
"Dubbo-Sydney","Dubbo","Sydney","All Airlines","Sep-20",62,61,1,50,55,11,6,2020,9
"Gladstone-Brisbane","Gladstone","Brisbane","All Airlines","Sep-20",104,104,0,99,99,5,5,2020,9
"Gold Coast-Adelaide","Gold Coast","Adelaide","All Airlines","Sep-20",22,22,0,21,20,1,2,2020,9
"Hamilton Island-Brisbane","Hamilton Island","Brisbane","All Airlines","Sep-20",75,75,0,68,67,7,8,2020,9
"Hobart-Brisbane","Hobart","Brisbane","All Airlines","Sep-20",21,21,0,18,18,3,3,2020,9
"Hobart-Sydney","Hobart","Sydney","All Airlines","Sep-20",21,21,0,20,19,1,2,2020,9
"Kalgoorlie-Perth","Kalgoorlie","Perth","All Airlines","Sep-20",96,93,3,85,87,8,6,2020,9
"Karratha-Perth","Karratha","Perth","All Airlines","Sep-20",175,171,4,151,154,20,17,2020,9
"Launceston-Sydney","Launceston","Sydney","All Airlines","Sep-20",21,21,0,20,20,1,1,2020,9
"Mackay-Brisbane","Mackay","Brisbane","All Airlines","Sep-20",171,164,7,152,156,12,8,2020,9
"Melbourne-Adelaide","Melbourne","Adelaide","All Airlines","Sep-20",34,34,0,30,30,4,4,2020,9
"Melbourne-Brisbane","Melbourne","Brisbane","All Airlines","Sep-20",24,24,0,15,15,9,9,2020,9
"Melbourne-Canberra","Melbourne","Canberra","All Airlines","Sep-20",25,25,0,23,23,2,2,2020,9
"Melbourne-Mildura","Melbourne","Mildura","All Airlines","Sep-20",17,17,0,15,14,2,3,2020,9
"Melbourne-Perth","Melbourne","Perth","All Airlines","Sep-20",30,30,0,27,24,3,6,2020,9
"Melbourne-Sydney","Melbourne","Sydney","All Airlines","Sep-20",69,69,0,55,61,14,8,2020,9
"Mildura-Melbourne","Mildura","Melbourne","All Airlines","Sep-20",17,17,0,15,16,2,1,2020,9
"Mount Isa-Brisbane","Mount Isa","Brisbane","All Airlines","Sep-20",56,56,0,53,54,3,2,2020,9
"Newcastle-Brisbane","Newcastle","Brisbane","All Airlines","Sep-20",23,21,2,19,19,2,2,2020,9
"Newman-Perth","Newman","Perth","All Airlines","Sep-20",77,64,13,54,55,10,9,2020,9
"Perth-Adelaide","Perth","Adelaide","All Airlines","Sep-20",30,30,0,30,30,0,0,2020,9
"Perth-Brisbane","Perth","Brisbane","All Airlines","Sep-20",44,44,0,37,39,7,5,2020,9
"Perth-Broome","Perth","Broome","All Airlines","Sep-20",139,139,0,125,131,14,8,2020,9
"Perth-Darwin","Perth","Darwin","All Airlines","Sep-20",16,16,0,16,16,0,0,2020,9
"Perth-Kalgoorlie","Perth","Kalgoorlie","All Airlines","Sep-20",96,94,2,88,87,6,7,2020,9
"Perth-Karratha","Perth","Karratha","All Airlines","Sep-20",176,172,4,164,165,8,7,2020,9
"Perth-Melbourne","Perth","Melbourne","All Airlines","Sep-20",30,30,0,27,27,3,3,2020,9
"Perth-Newman","Perth","Newman","All Airlines","Sep-20",77,64,13,61,61,3,3,2020,9
"Perth-Port Hedland","Perth","Port Hedland","All Airlines","Sep-20",87,86,1,82,78,4,8,2020,9
"Perth-Sydney","Perth","Sydney","All Airlines","Sep-20",39,38,1,23,27,15,11,2020,9
"Port Hedland-Perth","Port Hedland","Perth","All Airlines","Sep-20",87,86,1,69,67,17,19,2020,9
"Port Lincoln-Adelaide","Port Lincoln","Adelaide","All Airlines","Sep-20",122,122,0,84,89,38,33,2020,9
"Proserpine-Brisbane","Proserpine","Brisbane","All Airlines","Sep-20",58,58,0,47,50,11,8,2020,9
"Rockhampton-Brisbane","Rockhampton","Brisbane","All Airlines","Sep-20",156,155,1,139,140,16,15,2020,9
"Sydney-Adelaide","Sydney","Adelaide","All Airlines","Sep-20",50,49,1,41,44,8,5,2020,9
"Sydney-Albury","Sydney","Albury","All Airlines","Sep-20",28,28,0,25,26,3,2,2020,9
"Sydney-Armidale","Sydney","Armidale","All Airlines","Sep-20",22,22,0,21,21,1,1,2020,9
"Sydney-Ballina","Sydney","Ballina","All Airlines","Sep-20",156,156,0,150,144,6,12,2020,9
"Sydney-Brisbane","Sydney","Brisbane","All Airlines","Sep-20",75,74,1,67,68,7,6,2020,9
"Sydney-Coffs Harbour","Sydney","Coffs Harbour","All Airlines","Sep-20",43,43,0,38,40,5,3,2020,9
"Sydney-Dubbo","Sydney","Dubbo","All Airlines","Sep-20",61,61,0,53,54,8,7,2020,9
"Sydney-Hobart","Sydney","Hobart","All Airlines","Sep-20",21,21,0,21,21,0,0,2020,9
"Sydney-Launceston","Sydney","Launceston","All Airlines","Sep-20",21,21,0,19,20,2,1,2020,9
"Sydney-Melbourne","Sydney","Melbourne","All Airlines","Sep-20",69,68,1,61,64,7,4,2020,9
"Sydney-Perth","Sydney","Perth","All Airlines","Sep-20",39,39,0,35,37,4,2,2020,9
"Sydney-Wagga Wagga","Sydney","Wagga Wagga","All Airlines","Sep-20",47,47,0,41,43,6,4,2020,9
"Townsville-Brisbane","Townsville","Brisbane","All Airlines","Sep-20",195,193,2,182,181,11,12,2020,9
"Townsville-Cairns","Townsville","Cairns","All Airlines","Sep-20",74,73,1,68,70,5,3,2020,9
"Wagga Wagga-Sydney","Wagga Wagga","Sydney","All Airlines","Sep-20",47,47,0,41,43,6,4,2020,9
"Adelaide-Brisbane","Adelaide","Brisbane","Jetstar","Oct-20",31,31,0,30,26,1,5,2020,10
"Adelaide-Gold Coast","Adelaide","Gold Coast","Jetstar","Oct-20",17,17,0,15,14,2,3,2020,10
"Adelaide-Melbourne","Adelaide","Melbourne","Jetstar","Oct-20",22,21,1,20,21,1,0,2020,10
"Adelaide-Sydney","Adelaide","Sydney","Jetstar","Oct-20",65,65,0,56,58,9,7,2020,10
"Ballina-Sydney","Ballina","Sydney","Jetstar","Oct-20",87,87,0,75,80,12,7,2020,10
"Brisbane-Adelaide","Brisbane","Adelaide","Jetstar","Oct-20",31,31,0,21,24,10,7,2020,10
"Brisbane-Cairns","Brisbane","Cairns","Jetstar","Oct-20",112,108,4,94,93,14,15,2020,10
"Brisbane-Darwin","Brisbane","Darwin","Jetstar","Oct-20",30,30,0,19,20,11,10,2020,10
"Brisbane-Hobart","Brisbane","Hobart","Jetstar","Oct-20",15,15,0,13,15,2,0,2020,10
"Brisbane-Mackay","Brisbane","Mackay","Jetstar","Oct-20",26,26,0,18,21,8,5,2020,10
"Brisbane-Melbourne","Brisbane","Melbourne","Jetstar","Oct-20",16,16,0,1,10,15,6,2020,10
"Brisbane-Newcastle","Brisbane","Newcastle","Jetstar","Oct-20",11,10,1,7,7,3,3,2020,10
"Brisbane-Proserpine","Brisbane","Proserpine","Jetstar","Oct-20",36,36,0,34,33,2,3,2020,10
"Brisbane-Sydney","Brisbane","Sydney","Jetstar","Oct-20",20,19,1,14,15,5,4,2020,10
"Brisbane-Townsville","Brisbane","Townsville","Jetstar","Oct-20",60,60,0,54,52,6,8,2020,10
"Cairns-Brisbane","Cairns","Brisbane","Jetstar","Oct-20",111,107,4,86,85,21,22,2020,10
"Darwin-Brisbane","Darwin","Brisbane","Jetstar","Oct-20",30,30,0,14,16,16,14,2020,10
"Gold Coast-Adelaide","Gold Coast","Adelaide","Jetstar","Oct-20",17,17,0,15,16,2,1,2020,10
"Hobart-Brisbane","Hobart","Brisbane","Jetstar","Oct-20",14,14,0,14,13,0,1,2020,10
"Hobart-Sydney","Hobart","Sydney","Jetstar","Oct-20",14,14,0,12,12,2,2,2020,10
"Launceston-Sydney","Launceston","Sydney","Jetstar","Oct-20",13,13,0,11,12,2,1,2020,10
"Mackay-Brisbane","Mackay","Brisbane","Jetstar","Oct-20",26,26,0,20,21,6,5,2020,10
"Melbourne-Adelaide","Melbourne","Adelaide","Jetstar","Oct-20",22,21,1,20,19,1,2,2020,10
"Melbourne-Brisbane","Melbourne","Brisbane","Jetstar","Oct-20",16,16,0,12,15,4,1,2020,10
"Melbourne-Sydney","Melbourne","Sydney","Jetstar","Oct-20",22,22,0,19,17,3,5,2020,10
"Newcastle-Brisbane","Newcastle","Brisbane","Jetstar","Oct-20",11,10,1,9,9,1,1,2020,10
"Proserpine-Brisbane","Proserpine","Brisbane","Jetstar","Oct-20",36,36,0,31,30,5,6,2020,10
"Sydney-Adelaide","Sydney","Adelaide","Jetstar","Oct-20",65,65,0,58,58,7,7,2020,10
"Sydney-Ballina","Sydney","Ballina","Jetstar","Oct-20",87,87,0,83,82,4,5,2020,10
"Sydney-Brisbane","Sydney","Brisbane","Jetstar","Oct-20",20,19,1,18,18,1,1,2020,10
"Sydney-Hobart","Sydney","Hobart","Jetstar","Oct-20",14,14,0,12,12,2,2,2020,10
"Sydney-Launceston","Sydney","Launceston","Jetstar","Oct-20",13,13,0,12,13,1,0,2020,10
"Sydney-Melbourne","Sydney","Melbourne","Jetstar","Oct-20",22,22,0,14,18,8,4,2020,10
"Townsville-Brisbane","Townsville","Brisbane","Jetstar","Oct-20",60,60,0,55,55,5,5,2020,10
"Adelaide-Alice Springs","Adelaide","Alice Springs","Qantas","Oct-20",31,31,0,29,28,2,3,2020,10
"Adelaide-Brisbane","Adelaide","Brisbane","Qantas","Oct-20",73,73,0,69,70,4,3,2020,10
"Adelaide-Canberra","Adelaide","Canberra","Qantas","Oct-20",33,33,0,32,32,1,1,2020,10
"Adelaide-Perth","Adelaide","Perth","Qantas","Oct-20",18,18,0,15,17,3,1,2020,10
"Adelaide-Sydney","Adelaide","Sydney","Qantas","Oct-20",84,84,0,74,77,10,7,2020,10
"Alice Springs-Adelaide","Alice Springs","Adelaide","Qantas","Oct-20",30,30,0,14,18,16,12,2020,10
"Brisbane-Adelaide","Brisbane","Adelaide","Qantas","Oct-20",73,73,0,72,71,1,2,2020,10
"Brisbane-Cairns","Brisbane","Cairns","Qantas","Oct-20",18,18,0,16,15,2,3,2020,10
"Brisbane-Canberra","Brisbane","Canberra","Qantas","Oct-20",12,11,1,10,11,1,0,2020,10
"Brisbane-Darwin","Brisbane","Darwin","Qantas","Oct-20",23,23,0,22,16,1,7,2020,10
"Brisbane-Hamilton Island","Brisbane","Hamilton Island","Qantas","Oct-20",34,34,0,33,32,1,2,2020,10
"Brisbane-Mackay","Brisbane","Mackay","Qantas","Oct-20",63,63,0,58,57,5,6,2020,10
"Brisbane-Mount Isa","Brisbane","Mount Isa","Qantas","Oct-20",22,22,0,22,22,0,0,2020,10
"Brisbane-Perth","Brisbane","Perth","Qantas","Oct-20",20,20,0,17,18,3,2,2020,10
"Brisbane-Sydney","Brisbane","Sydney","Qantas","Oct-20",27,27,0,22,27,5,0,2020,10
"Brisbane-Townsville","Brisbane","Townsville","Qantas","Oct-20",48,48,0,45,44,3,4,2020,10
"Broome-Perth","Broome","Perth","Qantas","Oct-20",45,45,0,43,44,2,1,2020,10
"Cairns-Brisbane","Cairns","Brisbane","Qantas","Oct-20",18,18,0,12,15,6,3,2020,10
"Canberra-Adelaide","Canberra","Adelaide","Qantas","Oct-20",33,33,0,30,30,3,3,2020,10
"Canberra-Brisbane","Canberra","Brisbane","Qantas","Oct-20",12,11,1,11,11,0,0,2020,10
"Darwin-Brisbane","Darwin","Brisbane","Qantas","Oct-20",23,23,0,15,14,8,9,2020,10
"Darwin-Perth","Darwin","Perth","Qantas","Oct-20",9,9,0,7,8,2,1,2020,10
"Hamilton Island-Brisbane","Hamilton Island","Brisbane","Qantas","Oct-20",34,34,0,33,30,1,4,2020,10
"Kalgoorlie-Perth","Kalgoorlie","Perth","Qantas","Oct-20",21,21,0,17,19,4,2,2020,10
"Karratha-Perth","Karratha","Perth","Qantas","Oct-20",52,50,2,47,47,3,3,2020,10
"Mackay-Brisbane","Mackay","Brisbane","Qantas","Oct-20",63,63,0,59,56,4,7,2020,10
"Melbourne-Perth","Melbourne","Perth","Qantas","Oct-20",17,17,0,14,13,3,4,2020,10
"Melbourne-Sydney","Melbourne","Sydney","Qantas","Oct-20",22,22,0,20,20,2,2,2020,10
"Mount Isa-Brisbane","Mount Isa","Brisbane","Qantas","Oct-20",22,22,0,19,19,3,3,2020,10
"Newman-Perth","Newman","Perth","Qantas","Oct-20",27,25,2,22,23,3,2,2020,10
"Perth-Adelaide","Perth","Adelaide","Qantas","Oct-20",18,18,0,18,18,0,0,2020,10
"Perth-Brisbane","Perth","Brisbane","Qantas","Oct-20",20,20,0,15,14,5,6,2020,10
"Perth-Broome","Perth","Broome","Qantas","Oct-20",45,45,0,42,43,3,2,2020,10
"Perth-Darwin","Perth","Darwin","Qantas","Oct-20",9,9,0,8,8,1,1,2020,10
"Perth-Kalgoorlie","Perth","Kalgoorlie","Qantas","Oct-20",21,21,0,17,16,4,5,2020,10
"Perth-Karratha","Perth","Karratha","Qantas","Oct-20",52,51,1,49,50,2,1,2020,10
"Perth-Melbourne","Perth","Melbourne","Qantas","Oct-20",17,17,0,15,12,2,5,2020,10
"Perth-Newman","Perth","Newman","Qantas","Oct-20",27,25,2,24,24,1,1,2020,10
"Perth-Port Hedland","Perth","Port Hedland","Qantas","Oct-20",47,39,8,38,39,1,0,2020,10
"Perth-Sydney","Perth","Sydney","Qantas","Oct-20",22,22,0,11,13,11,9,2020,10
"Port Hedland-Perth","Port Hedland","Perth","Qantas","Oct-20",47,39,8,38,38,1,1,2020,10
"Sydney-Adelaide","Sydney","Adelaide","Qantas","Oct-20",84,84,0,79,82,5,2,2020,10
"Sydney-Brisbane","Sydney","Brisbane","Qantas","Oct-20",27,27,0,23,23,4,4,2020,10
"Sydney-Melbourne","Sydney","Melbourne","Qantas","Oct-20",22,22,0,18,19,4,3,2020,10
"Sydney-Perth","Sydney","Perth","Qantas","Oct-20",22,22,0,13,17,9,5,2020,10
"Townsville-Brisbane","Townsville","Brisbane","Qantas","Oct-20",48,48,0,43,45,5,3,2020,10
"Adelaide-Canberra","Adelaide","Canberra","QantasLink","Oct-20",8,7,1,5,5,2,2,2020,10
"Adelaide-Port Lincoln","Adelaide","Port Lincoln","QantasLink","Oct-20",38,38,0,37,36,1,2,2020,10
"Albury-Sydney","Albury","Sydney","QantasLink","Oct-20",21,20,1,17,18,3,2,2020,10
"Armidale-Sydney","Armidale","Sydney","QantasLink","Oct-20",24,24,0,22,24,2,0,2020,10
"Ballina-Sydney","Ballina","Sydney","QantasLink","Oct-20",96,95,1,75,79,20,16,2020,10
"Brisbane-Cairns","Brisbane","Cairns","QantasLink","Oct-20",135,135,0,119,120,16,15,2020,10
"Brisbane-Canberra","Brisbane","Canberra","QantasLink","Oct-20",76,72,4,63,63,9,9,2020,10
"Brisbane-Gladstone","Brisbane","Gladstone","QantasLink","Oct-20",69,69,0,64,63,5,6,2020,10
"Brisbane-Hamilton Island","Brisbane","Hamilton Island","QantasLink","Oct-20",15,15,0,15,15,0,0,2020,10
"Brisbane-Mackay","Brisbane","Mackay","QantasLink","Oct-20",30,30,0,27,28,3,2,2020,10
"Brisbane-Mount Isa","Brisbane","Mount Isa","QantasLink","Oct-20",24,24,0,21,21,3,3,2020,10
"Brisbane-Rockhampton","Brisbane","Rockhampton","QantasLink","Oct-20",120,120,0,114,113,6,7,2020,10
"Brisbane-Townsville","Brisbane","Townsville","QantasLink","Oct-20",34,33,1,31,25,2,8,2020,10
"Broome-Perth","Broome","Perth","QantasLink","Oct-20",65,65,0,57,55,8,10,2020,10
"Cairns-Brisbane","Cairns","Brisbane","QantasLink","Oct-20",135,135,0,128,119,7,16,2020,10
"Cairns-Townsville","Cairns","Townsville","QantasLink","Oct-20",74,74,0,71,72,3,2,2020,10
"Canberra-Adelaide","Canberra","Adelaide","QantasLink","Oct-20",8,7,1,4,5,3,2,2020,10
"Canberra-Brisbane","Canberra","Brisbane","QantasLink","Oct-20",75,71,4,61,64,10,7,2020,10
"Canberra-Melbourne","Canberra","Melbourne","QantasLink","Oct-20",17,16,1,13,13,3,3,2020,10
"Coffs Harbour-Sydney","Coffs Harbour","Sydney","QantasLink","Oct-20",50,50,0,48,48,2,2,2020,10
"Dubbo-Sydney","Dubbo","Sydney","QantasLink","Oct-20",37,37,0,30,32,7,5,2020,10
"Gladstone-Brisbane","Gladstone","Brisbane","QantasLink","Oct-20",69,68,1,61,60,7,8,2020,10
"Hamilton Island-Brisbane","Hamilton Island","Brisbane","QantasLink","Oct-20",15,15,0,15,14,0,1,2020,10
"Kalgoorlie-Perth","Kalgoorlie","Perth","QantasLink","Oct-20",59,59,0,58,58,1,1,2020,10
"Karratha-Perth","Karratha","Perth","QantasLink","Oct-20",92,89,3,79,82,10,7,2020,10
"Mackay-Brisbane","Mackay","Brisbane","QantasLink","Oct-20",32,32,0,31,31,1,1,2020,10
"Melbourne-Canberra","Melbourne","Canberra","QantasLink","Oct-20",17,16,1,15,14,1,2,2020,10
"Melbourne-Mildura","Melbourne","Mildura","QantasLink","Oct-20",9,9,0,8,8,1,1,2020,10
"Mildura-Melbourne","Mildura","Melbourne","QantasLink","Oct-20",9,9,0,8,8,1,1,2020,10
"Mount Isa-Brisbane","Mount Isa","Brisbane","QantasLink","Oct-20",24,23,1,19,19,4,4,2020,10
"Newman-Perth","Newman","Perth","QantasLink","Oct-20",46,42,4,36,39,6,3,2020,10
"Perth-Broome","Perth","Broome","QantasLink","Oct-20",65,65,0,57,58,8,7,2020,10
"Perth-Kalgoorlie","Perth","Kalgoorlie","QantasLink","Oct-20",59,59,0,59,59,0,0,2020,10
"Perth-Karratha","Perth","Karratha","QantasLink","Oct-20",92,90,2,85,83,5,7,2020,10
"Perth-Newman","Perth","Newman","QantasLink","Oct-20",46,42,4,40,41,2,1,2020,10
"Perth-Port Hedland","Perth","Port Hedland","QantasLink","Oct-20",48,37,11,36,36,1,1,2020,10
"Port Hedland-Perth","Port Hedland","Perth","QantasLink","Oct-20",48,37,11,33,35,4,2,2020,10
"Port Lincoln-Adelaide","Port Lincoln","Adelaide","QantasLink","Oct-20",38,37,1,34,31,3,6,2020,10
"Rockhampton-Brisbane","Rockhampton","Brisbane","QantasLink","Oct-20",118,118,0,111,107,7,11,2020,10
"Sydney-Albury","Sydney","Albury","QantasLink","Oct-20",21,20,1,16,17,4,3,2020,10
"Sydney-Armidale","Sydney","Armidale","QantasLink","Oct-20",24,24,0,23,24,1,0,2020,10
"Sydney-Ballina","Sydney","Ballina","QantasLink","Oct-20",96,95,1,92,89,3,6,2020,10
"Sydney-Coffs Harbour","Sydney","Coffs Harbour","QantasLink","Oct-20",50,50,0,46,49,4,1,2020,10
"Sydney-Dubbo","Sydney","Dubbo","QantasLink","Oct-20",37,37,0,32,31,5,6,2020,10
"Sydney-Wagga Wagga","Sydney","Wagga Wagga","QantasLink","Oct-20",25,25,0,24,24,1,1,2020,10
"Townsville-Brisbane","Townsville","Brisbane","QantasLink","Oct-20",34,32,2,30,30,2,2,2020,10
"Townsville-Cairns","Townsville","Cairns","QantasLink","Oct-20",74,74,0,67,68,7,6,2020,10
"Wagga Wagga-Sydney","Wagga Wagga","Sydney","QantasLink","Oct-20",25,25,0,23,23,2,2,2020,10
"Adelaide-Port Lincoln","Adelaide","Port Lincoln","Regional Express","Oct-20",108,108,0,87,85,21,23,2020,10
"Albury-Sydney","Albury","Sydney","Regional Express","Oct-20",33,33,0,32,32,1,1,2020,10
"Armidale-Sydney","Armidale","Sydney","Regional Express","Oct-20",9,9,0,9,9,0,0,2020,10
"Ballina-Sydney","Ballina","Sydney","Regional Express","Oct-20",9,9,0,9,9,0,0,2020,10
"Cairns-Townsville","Cairns","Townsville","Regional Express","Oct-20",14,14,0,13,13,1,1,2020,10
"Dubbo-Sydney","Dubbo","Sydney","Regional Express","Oct-20",56,56,0,49,49,7,7,2020,10
"Melbourne-Mildura","Melbourne","Mildura","Regional Express","Oct-20",24,24,0,22,22,2,2,2020,10
"Mildura-Melbourne","Mildura","Melbourne","Regional Express","Oct-20",24,24,0,21,21,3,3,2020,10
"Port Lincoln-Adelaide","Port Lincoln","Adelaide","Regional Express","Oct-20",108,108,0,78,84,30,24,2020,10
"Sydney-Albury","Sydney","Albury","Regional Express","Oct-20",33,33,0,32,32,1,1,2020,10
"Sydney-Armidale","Sydney","Armidale","Regional Express","Oct-20",9,9,0,9,9,0,0,2020,10
"Sydney-Ballina","Sydney","Ballina","Regional Express","Oct-20",9,9,0,9,9,0,0,2020,10
"Sydney-Dubbo","Sydney","Dubbo","Regional Express","Oct-20",55,55,0,52,53,3,2,2020,10
"Sydney-Wagga Wagga","Sydney","Wagga Wagga","Regional Express","Oct-20",36,36,0,35,35,1,1,2020,10
"Townsville-Cairns","Townsville","Cairns","Regional Express","Oct-20",14,14,0,13,13,1,1,2020,10
"Wagga Wagga-Sydney","Wagga Wagga","Sydney","Regional Express","Oct-20",36,36,0,34,34,2,2,2020,10
"Adelaide-Alice Springs","Adelaide","Alice Springs","Virgin Australia","Oct-20",13,13,0,11,11,2,2,2020,10
"Adelaide-Brisbane","Adelaide","Brisbane","Virgin Australia","Oct-20",65,62,3,57,60,5,2,2020,10
"Adelaide-Canberra","Adelaide","Canberra","Virgin Australia","Oct-20",8,8,0,8,8,0,0,2020,10
"Adelaide-Gold Coast","Adelaide","Gold Coast","Virgin Australia","Oct-20",14,14,0,14,14,0,0,2020,10
"Adelaide-Melbourne","Adelaide","Melbourne","Virgin Australia","Oct-20",13,13,0,12,13,1,0,2020,10
"Adelaide-Perth","Adelaide","Perth","Virgin Australia","Oct-20",13,13,0,10,12,3,1,2020,10
"Adelaide-Sydney","Adelaide","Sydney","Virgin Australia","Oct-20",34,34,0,32,32,2,2,2020,10
"Alice Springs-Adelaide","Alice Springs","Adelaide","Virgin Australia","Oct-20",13,13,0,12,12,1,1,2020,10
"Ballina-Sydney","Ballina","Sydney","Virgin Australia","Oct-20",26,26,0,24,25,2,1,2020,10
"Brisbane-Adelaide","Brisbane","Adelaide","Virgin Australia","Oct-20",62,60,2,57,60,3,0,2020,10
"Brisbane-Cairns","Brisbane","Cairns","Virgin Australia","Oct-20",70,68,2,64,60,4,8,2020,10
"Brisbane-Canberra","Brisbane","Canberra","Virgin Australia","Oct-20",25,25,0,23,23,2,2,2020,10
"Brisbane-Darwin","Brisbane","Darwin","Virgin Australia","Oct-20",17,17,0,16,14,1,3,2020,10
"Brisbane-Gladstone","Brisbane","Gladstone","Virgin Australia","Oct-20",53,53,0,48,46,5,7,2020,10
"Brisbane-Hamilton Island","Brisbane","Hamilton Island","Virgin Australia","Oct-20",31,31,0,30,30,1,1,2020,10
"Brisbane-Hobart","Brisbane","Hobart","Virgin Australia","Oct-20",11,11,0,9,11,2,0,2020,10
"Brisbane-Mackay","Brisbane","Mackay","Virgin Australia","Oct-20",57,57,0,51,53,6,4,2020,10
"Brisbane-Melbourne","Brisbane","Melbourne","Virgin Australia","Oct-20",13,13,0,9,12,4,1,2020,10
